序号,用户,评论,时间
829,313love624,厉害厉害,5月4日 06:33
830,单飞翔哥,无价之宝啊，金钱已经衡量不了它的价值了,5月4日 06:33
831,白雪作飞花s,又一件国宝呀,5月4日 06:33
832,毛姆的随身日记,这就是工匠精神啊啊啊啊！膜拜！,5月4日 06:32
833,朝阳冲鸭,牛逼,5月4日 06:31
834,三有好青年肉包,大国工匠//:传世之作致敬大国工匠！,5月4日 06:31
835,落弦无意,天呢!高手在人间!,5月4日 06:30
836,zlcmt,我出7.3个亿，买了,5月4日 06:30
837,凫茈77,好厉害啊,5月4日 06:30
838,鱼在掌中游,厉害👍,5月4日 06:29
839,走之旁的,匠人精神真的让人崇敬佩服 就是这旁白实在难忍,5月4日 06:29
840,去有你的以后,刻坏了都没法重来的吧,5月4日 06:29
841,初夏的宁静1,厉害👍🏻,5月4日 06:29
842,Mathilda是小胖纸,太精细了吧！,5月4日 06:29
843,萧王妃i,好厉害,5月4日 06:28
844,伍伍陆陆柒柒捌捌,太厉害了,5月4日 06:28
845,肉肉小月半,震惊，我们根本不缺匠人，应该有自己的文化自信了,5月4日 06:28
846,甜茶wQ,太棒了！！！,5月4日 06:27
847,Xcaptain000,技艺好，寓意更好,5月4日 06:27
848,大米的苗苗的麻麻,优秀,5月4日 06:27
849,A找太阳,为手艺人点赞，希望祖国早日统一。,5月4日 06:27
850,于久智,致敬！请收下我的膝盖！,5月4日 06:27
851,雨闪闪999,真是国之工匠,5月4日 06:27
852,平凡的凤尾竹,太震撼了,5月4日 06:26
853,是明兰也是铃兰酱啊,超级厉害,5月4日 06:25
854,深水呆Y,太牛了,5月4日 06:25
855,甜甜圈下酒,这太牛逼了吧,5月4日 06:25
856,神灯灯哥,厉害,5月4日 06:25
857,侧耳倾听l风之谷,太厉害了，大国工匠,5月4日 06:25
858,niu洛,好厉害！,5月4日 06:23
859,来来来吃罐头喝牛奶,词穷的我只能说🐮🍺！,5月4日 06:23
860,正规空母苍龙,死国一,5月4日 06:22
861,麦麦Anthea,3d版,5月4日 06:21
862,关山月QZ,佩服，致敬……,5月4日 06:20
863,不要胡思乱想常乐就很好,太牛了,5月4日 06:20
864,風起涟漪only,真有耐心啊,5月4日 06:19
865,初然之爱没有然后了,真的佩服！真的厉害！,5月4日 06:19
866,坐等天赐良缘,这是神仙吧！！！,5月4日 06:19
867,婷公纸,在哪个博物馆,5月4日 06:19
868,山西黑豹在江湖77284,匠人将人,5月4日 06:18
869,傻傻追梦,太了不起了,5月4日 06:18
870,李思橙-lsc,这得值多少钱？,5月4日 06:18
871,情定深秋暖了心,目瞪口呆只表达出我的惊讶，这份专注、投入、孜孜不倦，朝着心中的梦想不断前行的信念，很熟悉！高考学子们一定不陌生。能否在人生路上持之以恒，成为了人与人之间差别的关键,5月4日 06:17
872,我爱zg加油,致敬大国工匠郑春辉，致敬所有坚持的人！,5月4日 06:17
873,爽美丽Zzz,真牛逼,5月4日 06:17
874,犀一安xian贤,匠人技艺之精湛让人佩服，创佳作盼祖国统一之心更让人感动！,5月4日 06:17
875,菜菜xyy,太厉害了，一定要保存完好呀,5月4日 06:16
876,欢颜欢颜,我的天,5月4日 06:16
877,SXJ45232,高人,5月4日 06:15
878,凌乱学森,太强了,5月4日 06:15
879,芝376866,哦(´-ω-`)巨作,5月4日 06:14
880,阿门学霸君EJSM,大国工匠,5月4日 06:14
881,矛盾体jst,工匠,5月4日 06:13
882,花海一片兮,厉害了！,5月4日 06:13
883,鬼涯涯,真的牛,5月4日 06:13
884,有梦想的人渺小却伟大,太厉害了👍,5月4日 06:13
885,小萌新Phoebe,这世上总是不缺优秀的让你感动的人！！！,5月4日 06:12
886,生活不止眼前的苟且vv-,天呐！太厉害了！,5月4日 06:11
887,盖小呆50,！,5月4日 06:11
888,赵品霖forever,这算微雕吗，好厉害哦，真的是有志者，事竟成,5月4日 06:11
889,老年人新闻专用号,厉害,5月4日 06:10
890,许仙JuN,鬼斧神工,5月4日 06:10
891,和居居一起去看德云社,天呐这真太棒了！,5月4日 06:09
892,YXUIN裡歐,作为莆田人我有点小骄傲,5月4日 06:09
893,阿拉的小软,故宫博物院出资收藏吧，民间不太好收藏,5月4日 06:09
894,热心用户路过,高手在民间,5月4日 06:08
895,柳暮朝不是柳朝暮,孰料筝绳拴不住，千年一梦到汴梁。,5月4日 06:08
896,I未来远方I,灭霸毁了“宇宙”，你却创造“宇宙”,5月4日 06:08
897,果汐2003,一定会后世留名。太厉害了。神人啊,5月4日 06:08
898,可爱的小月月呀,好厉害呀,5月4日 06:07
899,Dai丸子,太牛了,5月4日 06:06
900,J-W-Lorsch,牛啊!,5月4日 06:06
901,喔嚯hehe,大国工匠，这已经不仅仅是一件雕刻正品,5月4日 06:05
902,无敌小花猪,高手在民间。,5月4日 06:04
903,美女也只是性别,目瞪口呆,5月4日 06:03
904,xukkg,太强了，借机推荐一下《清明上河图密码》这本书？画中824个人物都有了姓名，满满的侦探悬疑风……,5月4日 06:03
905,无聊的孙小T,四年人家做了什么，我又做了什么,5月4日 06:03
906,JieTuoZhiDao,大愿 大心  大行 大师！盼望祖国早日统一！愿人人都具有工匠精神。,5月4日 06:02
907,獨一無二的灰機,骄傲！湖建人,5月4日 06:02
908,林寒舒520,厉害,5月4日 06:02
909,鸡蛋_奶糕,艺术家,5月4日 06:02
910,迷路的幼犬87,这个是让人敬佩了,5月4日 06:02
911,默恋微凉46615,看的我真是佩服不已，致敬工匠精神,5月4日 06:01
912,稍息立正向前转,真tm牛！,5月4日 06:01
913,何处寻得少年心,佩服！敬仰！,5月4日 06:00
914,叫我小烨就好啦,致敬！！,5月4日 06:00
915,百香果酸酸甜的呦,匠心独具的神仙工艺，致敬工匠精神！,5月4日 05:59
916,无歘,神仙,5月4日 05:57
917,奈辞,这个口音很莆田了哈哈哈哈亲切~,5月4日 05:57
918,_序曲落幕拆穿的回忆,太牛逼了,5月4日 05:57
919,L静静-_,是我大莆田没错了,5月4日 05:55
920,萝卜炖小兔子,太厉害了,5月4日 05:54
921,一个幸福的小男孩儿,厉害,5月4日 05:54
922,何用不臧,我考，这个真的费工夫。现场看的话，肯定震撼,5月4日 05:50
923,稚柚888,牛逼,5月4日 05:49
924,春风亲吻我像蛋蛋蛋哒,真的好厉害哦！,5月4日 05:49
925,刘安1206,再不统一，台湾的年轻人不了解历史，更难和平统一！,5月4日 05:48
926,是一百不是零吖,威武！,5月4日 05:48
927,君君石梅,转发微博，太厉害了,5月4日 05:45
928,不知道起什么名字的wwwti,刚从清明上河园回来，在里面呆了两天才看的差不多,5月4日 05:44
929,清清爽爽璇璇璇,厉害,5月4日 05:40
930,伊人如梦she,厉害了,5月4日 05:35
931,You_零,不禁让我想到了《穆斯林的葬礼》中玉器梁三年雕刻郑和下西洋玉器,5月4日 05:33
932,吴刘丌亓,致敬工匠精神❤️,5月4日 05:31
933,想要一张假条,祝愿祖国早日和平统一,5月4日 05:30
934,C尔东C,惊叹！,5月4日 05:29
935,-MissShaw-,值得尊敬！,5月4日 05:28
936,沙滩上蠢萌的小螃蟹,牛逼！！！！！！,5月4日 05:27
937,红薯拿铁coffe,值得点赞的莆田人,5月4日 05:27
938,happy晓荷,太厉害了，传世之作，更有意义。,5月4日 05:27
939,白色追随者,哇哇,5月4日 05:26
940,Eminem_TMAC,🐮 🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮,5月4日 05:26
941,人间只影,想起一篇古文，核舟记,5月4日 05:24
942,海离薇,转发微博,5月4日 05:24
943,树深时见鹿LV,必须赞,5月4日 05:23
944,失足前大学生,现在问题来了，怎么样才能好好保护它并流传千古！,5月4日 05:21
945,star欲说还休,厉害是厉害不过不好保存,5月4日 05:20
946,绯色非常色,惊叹,5月4日 05:18
947,月巴的月半妹,致敬伟大的艺术家！希望艺术家的手艺和精神可以得到传承！,5月4日 05:14
948,百诺恩米宝麻麻,大国工匠！,5月4日 05:11
949,莫小软咯丶,哇  很想知道有没有那种神偷  去偷这玩意儿一副很值钱的样子哎,5月4日 05:10
950,龙腾暴疯宇,这也。。。太牛逼了。。。。,5月4日 05:09
951,哈哈哈哈哈哈哈哈哈哈哈哈哈q,我跪下了,5月4日 05:09
952,昕昕相希,匠心匠魂,5月4日 05:09
953,这个小伙太帅,想形容好厉害，可文化太低，只能说牛🐮,5月4日 05:06
954,Len_babi,可是对岸选择更向前看怎么办呢,5月4日 05:05
955,淡静如荷_,太厉害了。,5月4日 05:03
956,白掌-花开,太厉害了👍,5月4日 05:03
957,等轻鸿,太震撼了！！！,5月4日 05:02
958,永远的沐雨,这。。。。经典,5月4日 05:01
959,不玩游戏的无聊的我,这就叫叹为观止,5月4日 05:00
960,调皮捣蛋的大萝卜,我就想知道这棵木头哪来的？多少年了？,5月4日 04:52
961,简简单单-梅梅,高人高人啊！最腻害的是耐心啊！手艺高超啊,5月4日 04:50
962,甜甜的珊瑚海啊,这个真的太牛了！中国匠人,5月4日 04:47
963,设置时限,震撼,5月4日 04:45
964,柚家baby,无价之宝,5月4日 04:44
965,林雨向前走,好厉害,5月4日 04:43
966,NicolaPeltzChina,好厉害👍,5月4日 04:36
967,Daisy约宝贝,这个太牛了，美呆了，大国工匠,5月4日 04:34
968,漫漫小哥哥,太强了，还是立体的,5月4日 04:31
969,pig娃娃爱任嘉伦,太棒啦，新的,5月4日 04:30
970,麦田里的阳光cc,向大国匠人致敬！,5月4日 04:30
971,YY娜妹儿,厉害👍🏻,5月4日 04:29
972,有点儿花心的大萝卜,哇偶！新闻联播的背景音什么时候换了个风格，这么稚嫩？,5月4日 04:24
973,Jessi__X,啊啊啊啊啊啊啊真是大神啊啊啊,5月4日 04:23
974,12345_我上山打老虎,无价之宝啊,5月4日 04:20
975,互联网一大杰出青年,这才是艺术家,5月4日 04:18
976,梦中梦见的人醒了,致敬大国工匠，最近看综艺真的发现好多能人，都好强,5月4日 04:18
977,ImsoLilcat,特别好 希望有人传承,5月4日 04:18
978,梦中梦见的人醒了,太厉害了 师傅真的好棒好棒,5月4日 04:16
979,plus71367,他调了两幅，一幅宋代板，一幅清代版，真的厉害，大师，希望多传授技法，传承经典,5月4日 04:15
980,王子de小狐狸,真的是叹为观止！太精美了！,5月4日 04:14
981,plus71367,这个比好多高校的雕刻老师都厉害几十倍吧，希望他可以去高校任职教书，教艺术学生雕刻技法，传承技艺。,5月4日 04:12
982,失足废佬,1000万收了,5月4日 04:12
983,欧-Yyang,致敬！,5月4日 04:09
984,plus71367,希望国家就如了10多亿同胞的心愿，希望国家早日统一，华夏才能复兴,5月4日 04:09
985,啥都不了用呢,又是一件传世之作,5月4日 04:08
986,走开臭弟弟,目瞪狗呆本来以为像画一样的平面的 结果.. 太牛逼了,5月4日 04:07
987,苏豪的土豪朱,致敬,5月4日 04:05
988,死生虚诞彭殤妄作,牛皮,5月4日 04:02
989,淼淼_貓小姐,我没有文化只能说我靠牛逼,5月4日 04:01
990,塒裥奋斗04659,这件木雕以后可以流芳百世了,5月4日 03:59
991,溪想随流,太厉害了,5月4日 03:57
992,北投taipei,这么牛的,5月4日 03:55
993,刚过法考的十八线人士,太了不得了,5月4日 03:53
994,卡布奇诺三分咸,敬佩,5月4日 03:51
995,饼干有点儿脆,大国工匠,5月4日 03:51
996,为了这个世界更押韵我们能做什么,台湾省，我们想你了，快回来。,5月4日 03:50
997,换个名字太费事,🐮 牛,5月4日 03:50
998,kohkin,我国的匠人值得更多热搜,5月4日 03:47
999,麻烦麻辣烫不加辣,我承认，我的手只配擦屁股,5月4日 03:47
1000,颠沛流离的青春给了谁01694,这种手艺千万不要失传,5月4日 03:46
1001,1百零一,属实厉害传世之作,5月4日 03:44
1002,我家的那隻貓,技亦灵怪矣哉。 ----魏学洢《核舟记》这也太厉害了吧，原来如今也有古时候那种高人啊....突然想起以前学过一篇古文，好像是八年级学过的吧...,5月4日 03:44
1003,鱼排与猫与你,太厉害了,5月4日 03:41
1004,柔情血滴子,厉害，民间高手多啊！,5月4日 03:37
1005,少安多安哦,我的妈呀 太厉害了 偶像,5月4日 03:34
1006,去他Md世界,太厉害了，这这细节，还三维立体的,5月4日 03:31
1007,神奇彩虾,这比画可难多了…牛！,5月4日 03:30
1008,WENZI雯子加油吧,了不起,5月4日 03:29
1009,dy小朋友,🐂🍺啊,5月4日 03:26
1010,糯米出奇迹,真的太厉害了,5月4日 03:23
1011,droped芭蕉,还有一副明朝版的收藏在美国博物馆,5月4日 03:23
1012,洪三七,太震惊了！愿有机会可以亲眼目睹该绝世之作的真容。,5月4日 03:22
1013,大鹏展翅的后羿,厉害了，清明上河是哪里？,5月4日 03:20
1014,吴哼唧_,呵我们莆田人呐 真棒 骄傲,5月4日 03:19
1015,o耶喽o,这才是真正的实力，能力和价值，才是值得拿出来热议，关注，研究的东西。一天到晚流量明星，唱歌跳舞的东西，就不该摆到台面上来。,5月4日 03:19
1016,-我若为欢-,不是一般的厉害,5月4日 03:18
1017,婚前禁欲精力充沛努力奋斗,强行赋予政治意义,5月4日 03:18
1018,花花的世界纪录,天呐天呐,5月4日 03:16
1019,Aleyna_Evelyn,妈呀还是立体的，太绝了,5月4日 03:14
1020,LEDZZZ,我的天啊…… 太厉害了,5月4日 03:13
1021,qiqiflay,语言匮乏，只能用厉害👍来形容了,5月4日 03:13
1022,千禧老阿姨烎,认同能工巧匠。但清明上河图好几次被抄写好几次上热搜，为什么都要是复古和抄写？只有古代才上得了台面？就不能绘制现代版清明上河图呢？让几百几千年后的人从艺术作品上看现在！如果从经济效益出发，那我不说什么！如果键盘侠说“你行你上”，那我还真不是艺术专业的，没有发言木又那我沉默。,5月4日 03:11
1023,长戍,这真的是神乎其技了,5月4日 03:11
1024,绑个揪揪好乘凉,好厉害,5月4日 03:10
1025,斜杠青年BoBo,太牛了，但这个配音也不像新闻联播了吧,5月4日 03:09
1026,CirsI7,江山辈有人才出,5月4日 03:06
1027,張_鵬丞,这工艺！大师！！！,5月4日 03:06
1028,神棍轻奢潮品,这个不得不称赞👍,5月4日 03:05
1029,果果小幸运,妈呀，还是人吗,5月4日 03:03
1030,红尘无非,他厉害的是，他做的立体的啊！！！三维空间的，厉害了，奉上膝盖！！！,5月4日 03:03
1031,_YOYII,好厉害啊！超级赞！好想现场看一下！！,5月4日 03:02
1032,哦与的严峻,牛逼,5月4日 03:01
1033,清欢片盏君知晓,传世之作，匠人精神，致敬！,5月4日 03:01
1034,青阁逸墨,好牛逼,5月4日 03:01
1035,深情的Eve,工匠大师,5月4日 03:01
1036,用我10年换你1绳傻了吧唧,转发微博,5月4日 03:00
1037,景阳冈上打醉拳,这年头，能花四年时间沉下心来搞一件作品，真是难得,5月4日 02:59
1038,阿哈何,流弊啊👍,5月4日 02:57
1039,听说VVO,厉害,5月4日 02:57
1040,保安队队员,莆田 复刻就是嗯,5月4日 02:55
1041,白砂糖sql,哇哦超级厉害👍🏻,5月4日 02:55
1042,心织雪,没点开视频我以为是2D的，没想到是3D的,5月4日 02:53
1043,BelieveJenny,身为一个福建人，我感到自豪；身为一个中国人，我更加无比自豪！,5月4日 02:52
1044,姑娘心属嘉伦,我敬佩，我太敬佩了，,5月4日 02:52
1045,我是辛迪张,厉害👍佩服,5月4日 02:52
1046,治愈系小兔,太牛了,5月4日 02:50
1047,圆圈叉会儿腰,牛逼！,5月4日 02:50
1048,Chankayin,😦😦😦,5月4日 02:50
1049,夏沫心心,太厉害啦，惊叹,5月4日 02:49
1050,WYL祎,大师,5月4日 02:48
1051,Sikanara,真的太厉害了👍,5月4日 02:47
1052,一念心花,莆田医院只是少数一个群体，木雕石雕玉雕都是全国前列的，勤劳的人也是非常多的,5月4日 02:47
1053,嘤嘤洋L912,👍🏻,5月4日 02:45
1054,Hamsterandrabbit,震惊到了,5月4日 02:44
1055,萌三岁-l,这是什么样的毅力,5月4日 02:43
1056,Baxive,太敬佩这种大师了,5月4日 02:43
1057,多肉一只猫,心之所向，身之所往，虽道阻且长，行则将至。愿每个人都有梦想。,5月4日 02:41
1058,于梵音中静思,66666,5月4日 02:41
1059,白白的_14603,我觉得画一副清明上河图都已经很难了更别说雕刻出来的了！真厉害,5月4日 02:37
1060,长江一号2028,感觉不太好保管啊！太棒了。四年。,5月4日 02:36
1061,芯-棠棠棠棠棠棠,了不起！！！,5月4日 02:36
1062,羽过经年,太厉害了,5月4日 02:36
1063,不迷人不苟活,牛逼牛逼牛逼牛逼,5月4日 02:36
1064,自渡渡渡渡渡渡啊,哇噻！高，实在是高！为国人感到骄傲！,5月4日 02:36
1065,迷茫Zerlinda,国宝啊，卧槽,5月4日 02:36
1066,火星社,大国工匠,5月4日 02:36
1067,孤帆09655,有一点差错可能就毁了整个,5月4日 02:35
1068,我叫月月月野兔,牛逼了,5月4日 02:34
1069,少玩游戏多看书嗷,谁看了不说一声牛逼！！！,5月4日 02:33
1070,带你翱翔天际,致敬大国工匠,5月4日 02:33
1071,onlyonebrightttt,太牛了吧我的天 非常人的毅力,5月4日 02:33
1072,Sakuragi-YongHui,转发微博,5月4日 02:32
1073,看到的就是真实的吗,太了不起了,5月4日 02:32
1074,不稳定的西门不靠谱,我只能说一句 卧槽,5月4日 02:31
1075,从蓝天跳下,致敬,5月4日 02:30
1076,春分的第一人称,太牛逼了！,5月4日 02:30
1077,今天也要早下班哦,没看之前我以为是平面的，觉得卧槽牛逼，看完发现是立体的，觉得卧槽！牛逼！,5月4日 02:29
1078,萘嘶哈比,我的天,5月4日 02:29
1079,迷茫Zerlinda,泱泱大国， 人才济济， 祖国山河， 终会统一， 清明上河图 大国巨匠，传世佳作 为我大中华点赞- “棒棒哒”,5月4日 02:27
1080,Helena橘子,没文化的我只能扣666了,5月4日 02:27
1081,划水螃蟹,哇，这是真正的艺术和工匠精神！,5月4日 02:27
1082,兰小主L1,震撼,5月4日 02:26
1083,啾咪------ww,莆田市！福建老乡啊 没想到藏龙卧虎 厉害了,5月4日 02:26
1084,东海岸199302,莆田在木雕绘画上一直都很不错。。,5月4日 02:25
1085,Ukraine的猪,这个可以是作为工匠的毕生追求了,5月4日 02:23
1086,Qiamin51,-,5月4日 02:23
1087,倪媛小姐,王炸,5月4日 02:21
1088,不知道要取什么名儿了,假的，莆田人的普通发不应该这么biu准,5月4日 02:21
1089,Eagle木木,真的很佩服！愿祖国早日统一！！！,5月4日 02:20
1090,去你的blackdog,大国工匠，传世珍宝,5月4日 02:19
1091,氷艶,所以，我们莆田木雕红木也是杠杠的,5月4日 02:19
1092,好吃不腻的生蚝,这以后就是国宝啊,5月4日 02:19
1093,芝麻-芝麻麻,转发,5月4日 02:18
1094,全球音乐集合,隔壁村的，都多少年前的事了,5月4日 02:17
1095,FISHTAilo,看名字差点以为是我老师...差一个字,5月4日 02:17
1096,一二童鞋爱吃肉-,收徒吗,5月4日 02:17
1097,我是谁小怪兽_1983,好厉害！,5月4日 02:16
1098,best0099,价值上千万吧，全世界仅有的一份,5月4日 02:16
1099,熊猫番薯,传统文化手艺，佩服！,5月4日 02:16
1100,安之若兮6035211221,好想看看这个作品,5月4日 02:15
1101,吸猫少女啦啦啦,我的天呐,5月4日 02:15
1102,最好的咩喋,太历害了，致敬！,5月4日 02:15
1103,浴室歌王张超,转发微博,5月4日 02:15
1104,小妞妞是我的贴心小棉袄,厉害👍,5月4日 02:14
1105,空无影尘,这一年之后喊统一的呼声越来越高了,5月4日 02:14
1106,JChou的Joey,工匠精神,5月4日 02:14
1107,大脸喵木木,致敬,5月4日 02:14
1108,心灯依然,腻害,5月4日 02:13
1109,郑远远君,太牛了,5月4日 02:12
1110,_LMLife,我怎么记得我上次看这个新闻是在我小学,5月4日 02:11
1111,杨宇杰小宇,哇！！！,5月4日 02:11
1112,小甜姜TS,好厉害啊，匠心独运,5月4日 02:10
1113,小小的小葡萄和大大的大角,太厉害了,5月4日 02:10
1114,小太阳LMS,厉害了,5月4日 02:09
1115,一个啥也不会的人,牛逼啊,5月4日 02:09
1116,多肉VV,莆田还有很多这样的大师，仙游红木艺雕都是很厉害的,5月4日 02:09
1117,云Nsiyun,雕刻了四年，展览的背景却太随意了，配不上作品,5月4日 02:09
1118,Miao得一批,中国工艺匠人们，是世界的宝藏,5月4日 02:09
1119,想不出昵称0305,清明上河图，还是三维立体的，我的妈呀,5月4日 02:09
1120,吧啦吧啦打怪兽,真惊呆了，之前高中学的核舟记，就一直不相信微雕，妈呀，这个新闻真的是让我开了眼了，和文言文里说的一样，太牛了,5月4日 02:09
1121,想要成为盗墓王的男人,太强了,5月4日 02:06
1122,其实宁,厉害！！绝了！,5月4日 02:06
1123,你胡高兴,好厉害 但是这个旁白能不能把鼻腔里的痰咳掉一下 央视用这个旁白太掉价了,5月4日 02:06
1124,皎皎儿月希,我天，他完成了一件国宝！我这么说不过分吧！？震惊得我目瞪口呆！,5月4日 02:05
1125,囗囗印记囗囗,莆田人各方面人才的手艺真的,5月4日 02:04
1126,国民大舅舅,中国工匠,5月4日 02:04
1127,Tear丨Fan,说吧，几个亿？,5月4日 02:04
1128,西瓜趴在树上,感觉什么东西都是用清明上河图提现技艺高超,5月4日 02:03
1129,陳快樂嗎_,为什么他说话没有莆田内味儿,5月4日 02:01
1130,名字长一点会中大奖,木头上刻的，黑板上画的，刺绣上缝的......不管你用什么方式完成清明上河图，你就会火,5月4日 02:01
1131,水煮西蓝花不放盐,无价,5月4日 02:01
1132,啊喜滋滋,叹为观止！细节做的太好了,5月4日 02:00
1133,苏半露-魄,太厉害了，这才是艺术，肉眼可见的中国文化。,5月4日 02:00
1134,心情晴朗的天空,转发微博,5月4日 02:00
1135,张向征16439,扯蛋蛋,5月4日 02:00
1136,冰糖炖山药,真的是太厉害了，就算投胎几辈子都不可能成为这么牛的人,5月4日 01:59
1137,笨笨我之哎,找到自己热爱的并当做工作。是多么幸运的事儿，羡慕,5月4日 01:59
1138,四月流火Roshan,太强了，这才是匠人精神，耐心与信念,5月4日 01:59
1139,小瞳QAQ,佩服,5月4日 01:59
1140,爱喝牛奶的长高高,太强了,5月4日 01:58
1141,Koy-巨蟹座,太厉害了，真正的工匠精神,5月4日 01:57
1142,Mr陈Zzzhi,太牛了,5月4日 01:57
1143,柒曌71,太厉害了！,5月4日 01:54
1144,无限微笑的雄霸天下,可以传世矣,5月4日 01:54
1145,全美世界皙之密LILY,支持，太厉害了，艺术的魅力,5月4日 01:53
1146,JX要努力变的更优秀,有一件历史文物诞生了,5月4日 01:53
1147,大魔王要早睡,目瞪,5月4日 01:52
1148,Bvief,中国文化不仅得到了很好的传承，还在每一位独具匠心的艺人手中发扬光大,5月4日 01:52
1149,左脚,巧夺天工,5月4日 01:52
1150,一米一米杰,这个绝对牛叉，高人一等啊,5月4日 01:51
1151,嘛西嗦,让人钦佩的匠人精神，当今已难寻，悲哉...,5月4日 01:51
1152,DrinkingCoco,太棒了吧,5月4日 01:51
1153,明日不敗,这过多少年也是一件传世名作啊,5月4日 01:50
1154,侃小爷-style,除了牛逼不知道说啥了,5月4日 01:50
1155,雪落紫茉,太了不起了,5月4日 01:50
1156,15130谢谢,太厉害了,5月4日 01:50
1157,ss三三啊,莆田啊！！！我要去要签名！！！追星！！！啊！！！！,5月4日 01:50
1158,飞翔在蓝天之歌,太厉害了,5月4日 01:49
1159,自作自受不爱我京苹,太厉害,5月4日 01:49
1160,登登登登01,太难得太了不起了,5月4日 01:49
1161,人間六月芳菲,好厲害,5月4日 01:49
1162,燕嫣然,好厉害好佩服高人啊,5月4日 01:48
1163,阿富汗1230,大国工匠，钦佩,5月4日 01:48
1164,夏日有蝉鸣至深深处,我都踏马看傻了。,5月4日 01:48
1165,一条被煎熟的咸鱼,卧槽,5月4日 01:48
1166,BlingBling不灵儿,太牛了..,5月4日 01:47
1167,杨玉娟--娇娇哦,好利害,5月4日 01:47
1168,草盐可可,👍👍👍,5月4日 01:47
1169,我是薛先森吖,牛逼,5月4日 01:47
1170,你来不来我都不高兴,看到成品惊掉了我的下巴,5月4日 01:46
1171,小盼是我ya,太厉害啦！！！这才是真正的工匠精神,5月4日 01:45
1172,Niko兄,太厉害了吧,5月4日 01:45
1173,最好吃烤鸭铺名誉店长,尼玛吊了,5月4日 01:44
1174,小人物上篮1028,真的除了惊叹一个“哇”，半天都说不出话，太厉害了,5月4日 01:43
1175,#NAME?,这个太牛皮了,5月4日 01:42
1176,星星Star12,叔叔好棒！而且含义也太棒了:“合在一棵树上创作”——愿祖国早日统一！,5月4日 01:42
1177,陈崎做,妈耶 匠人厉害,5月4日 01:42
1178,柠檬派式空心菜,太厉害了,5月4日 01:42
1179,发型师-阿杰,天呐！神笔绘就！,5月4日 01:41
1180,徐好优,我尼玛，鸡皮疙瘩都看出来了！ 以🧎‍♂️,5月4日 01:41
1181,MMMMCHen啊,我见过竹编的清明上河图，很震撼,5月4日 01:40
1182,科研小白er,释放出“统一”信号，快要对湾湾采取行动了吗？,5月4日 01:40
1183,开心市民小段,欢迎来我们开封玩呀,5月4日 01:40
1184,安静的不睡觉,我靠牛逼,5月4日 01:39
1185,小名琑,致敬传统手艺人,5月4日 01:39
1186,hazelel,这个人是魔鬼么,5月4日 01:39
1187,莫愁不放弃,天啊，太牛了，怎么会有这种耐心和细心。,5月4日 01:39
1188,Z流年似茧,大国工匠,5月4日 01:39
1189,卷叶边,匠心这个词最好的诠释,5月4日 01:39
1190,_沫零隅,收藏在哪里？好想亲眼看看啊啊啊啊啊,5月4日 01:38
1191,长江sunflower,赶紧收徒弟吧，别失传了,5月4日 01:38
1192,为舞蹈而生,厉害了,5月4日 01:37
1193,果李,这得多少个日夜的努力呀，致敬！,5月4日 01:37
1194,Siyu0402,天哪！这样的大师，这样的手艺，能不能很好的传承下去？,5月4日 01:37
1195,我需要剧透的人生,这种工作 如果是我 我会经常熬夜 不做到累的爬不起来绝对不会休息去 因为一旦投入 真的会很忘我 很享受,5月4日 01:36
1196,张小点点2333,这有什么用啊？好比现在再砌一个更大更好的长城？这块木头要是死掉的树就算了，要是直接砍了这么大一棵树你们不会折寿啊？几百年的树就这么砍了雕这些没用的玩意，最讨厌根雕，特别越大越无用的根雕，人民日报还转发，说好的绿水青山呢？,5月4日 01:36
1197,萧撒妮,好厉害，把中国故宫的清明上河图和台湾故宫的清明上河图雕刻在一颗树上，意喻两岸早日统一的理念很棒啊,5月4日 01:36
1198,小肥坨呀,妈妈问我为什么要跪着玩手机太厉害了！,5月4日 01:36
1199,太阳狐狸,简直不敢相信,5月4日 01:36
1200,猎人做我哥,然而外网上攻击祖国的大部分都是台巴贱畜还有废青，以及一些二鬼子,5月4日 01:35
1201,慧扎扎,这也太厉害了吧,5月4日 01:35
1202,个人梦,转,5月4日 01:34
1203,Jason的Dysania,这是准备统一台湾了？,5月4日 01:34
1204,三公主背后的蝴蝶结,高手在民间！,5月4日 01:34
1205,一只瞎溜达的号,厉害,5月4日 01:33
1206,开心House哈,太牛了，一定要保存好！,5月4日 01:33
1207,林时一,太厉害啦 那根绳子,5月4日 01:33
1208,孙博-律师,大国工匠,5月4日 01:33
1209,莫挨劳恣,有机会去看看,5月4日 01:32
1210,王小木阿木,真的是高人！,5月4日 01:32
1211,开心House哈,太牛了！早日统一！,5月4日 01:32
1212,姓赵名丽莹,真想亲眼看看 谁知道它现在在哪啊？,5月4日 01:32
1213,翠花阿姨呀,福建木雕排面,5月4日 01:32
1214,Vamos多多_,啊啊啊啊这个太牛了！,5月4日 01:32
1215,哔哔啵啵吐泡泡,真的强啊。无价之宝,5月4日 01:31
