序号,用户,评论,时间
2356,邵小欢,太太太太太牛了！！！匠心精神,5月3日 23:02
2357,延_守候Anita,这真的厉害了,5月3日 23:02
2358,派乐戈林,太强了,5月3日 23:02
2359,世界上所有的夜晚166,我想起来穆斯林的葬礼里面的刻玉师傅因为失败而吐血而亡,5月3日 23:02
2360,吞邪鬼,这以后也会成为一件文物啊,5月3日 23:02
2361,女孩喜欢下雨天的人,厉害，给你点赞,5月3日 23:02
2362,过滤的时光,致敬大国工匠,5月3日 23:02
2363,星河入梦Milk_Way,我这个没文化的人只能说一句woc，神作！,5月3日 23:02
2364,请叫我毛小厨007,祖国早起统一,5月3日 23:01
2365,小屁孩的疯狂,我也想当一名木雕师,5月3日 23:01
2366,今天薇尔莉特笑了吗,好厉害啊，太强了吧,5月3日 23:01
2367,荆艺宸,中国工匠精神,5月3日 23:01
2368,骑士街的小白,太了不起了！传世之作！,5月3日 23:01
2369,挠头少女的微博,这也太厉害了叭,5月3日 23:01
2370,耳东金金金,祖国统一,5月3日 23:01
2371,丨QMYi,好牛啊,5月3日 23:01
2372,若云要乖巧,太厉害了吧，让人敬佩,5月3日 23:01
2373,不想去想个昵称而已,巧夺天工,5月3日 23:00
2374,熈漢,令人肃然起敬,5月3日 23:00
2375,一棵树的离城啊啊,致敬！！！,5月3日 23:00
2376,月光倾倾,太震撼了！,5月3日 23:00
2377,蜉蝣axian,大国工匠,5月3日 23:00
2378,焉知焉识Fanny,太牛了,5月3日 23:00
2379,咸贵人大大,作为湖南人给益阳的天意木国打个广告，有清明上河图和丝绸之路以及许许多多精美木雕,5月3日 23:00
2380,An-Yolanda,太厉害了 这才是大神啊,5月3日 23:00
2381,syq坦荡荡,转发微博,5月3日 23:00
2382,可爱的蓝莓桑子,好厉害,5月3日 23:00
2383,艾悠AaU,手艺🙏🙏🙏,5月3日 23:00
2384,我是阿宽哪,致敬劳动者,5月3日 23:00
2385,重逢366,大国工匠，雕刻家。传世之作，点赞！,5月3日 22:59
2386,老爷先森,大国工匠，敬佩,5月3日 22:59
2387,生长的摩天轮之上醒着我的流星,致敬,5月3日 22:59
2388,L蒲公英c,六六六,5月3日 22:59
2389,吃吃EEEEEEat,向您致敬！,5月3日 22:59
2390,东辰JD,我都看傻了,5月3日 22:59
2391,小番茄大番茄都是番茄,匠人匠心,5月3日 22:59
2392,保持着那个小众喜好forever,厉害厉害,5月3日 22:59
2393,2020年的锦鲤啊,转发微博,5月3日 22:59
2394,shi咖咖ye,大师！！！！人生真的很有意义！！,5月3日 22:58
2395,言又二一,太感动了,5月3日 22:58
2396,天然心情--,致敬大国工匠！,5月3日 22:58
2397,戏梦巴黎醉,真厉害！,5月3日 22:58
2398,小胖子三千,厉害,5月3日 22:58
2399,保持着那个小众喜好forever,这可以成为一个很好的写作素材,5月3日 22:58
2400,是万万同学呀,我的家乡    点赞,5月3日 22:58
2401,想要修仙的麻瓜,这不仅是技术牛，计算也牛,5月3日 22:58
2402,北倍儿北,匠人啊,5月3日 22:58
2403,蜂蜜罐头yoha,真的目瞪口呆,5月3日 22:58
2404,宇宙无敌活泼可爱的小肥仔,只有我觉得这个师傅既有才华又帅嘛,5月3日 22:58
2405,-银河潜水员-,绝了,5月3日 22:58
2406,宝贝小丞丞01,哇，毅力真伟大,5月3日 22:58
2407,可能不是你想说,太赞了,5月3日 22:57
2408,然子世界,被震撼到了！,5月3日 22:57
2409,Simpdy,这才是神仙啊 ! ! !,5月3日 22:57
2410,小茧5号,致敬大国工匠,5月3日 22:57
2411,郑小小鸟儿,牛批啊,5月3日 22:57
2412,绿萝佳佳,大师大师大师！,5月3日 22:57
2413,金毛狮王的精神病私人医生,值钱了,5月3日 22:57
2414,大肘肘的小白白,唉，一棵大树活了近千年，就这么砍了，真不支持,5月3日 22:57
2415,斗罗追击令,好厉害,5月3日 22:57
