序号,用户,评论,时间
16804,P-rlin,人、物、境，给人的感觉就是唯美、舒服！,3月23日 08:09
16048,瀕危人類_,热泪盈眶我的宝藏女孩,3月23日 09:24
22970,蚊子的一些事一些情,热爱生活的人儿,3月22日 21:34
20273,苏叫瘦,热爱生活,3月22日 23:07
21640,晓晓小脚丫,热爱生活,3月22日 22:17
25533,呵呵1982492976,让我最眼馋的就是果子了，好多果子,3月22日 16:48
24223,素心两岸D,让我转转运吧,3月22日 20:51
26467,想个名字真难呀是吧,让我中一次吧，服装，家纺店铺里有没有。。,3月22日 13:04
23566,三分薄凉丫丫丫丫,让我中一次吧,3月22日 21:14
20579,不吃香菜的宽面,让我中一次,3月22日 22:55
3619,爽歪wai有点酸呀丶,让我中奖吧！,3月29日 23:13
5476,你看人家茶茶,让我中奖吧,3月27日 10:42
22343,mango195,让我中奖吧,3月22日 21:54
26185,给我安稳s,让我中奖吧,3月22日 14:01
21650,阿宝的猪猪仔,让我想起了若曦。岁月静好的感觉。,3月22日 22:17
2890,Silents北有南溪,让我想起了大染坊这部电视哈哈,3月31日 22:32
2755,云岭枕霞,让我想起了宝玉穿着红袍在雪地里摘红梅,4月1日 19:20
11150,巴拉巴拉不知道说啥,让我想起来了希望之村。,3月23日 21:15
23718,沒吃饱吧,让我想到自己的小时候，自己穿的衣服都是妈妈一针一线自己缝的，鞋子都是一针一针纳出来的，那时候总会觉得盘的这种纽扣难扣也难解，转眼间二十多年就过去了，时间过得太快了…,3月22日 21:08
17532,Claudia-范,让我想到乌镇,3月23日 03:12
17487,茅山持鋒,让我娶到李子柒 我马上还俗,3月23日 03:37
5465,胖着吶,让我膜拜 ！,3月27日 10:53
24704,起个名字怎么这么难呢呀,让我们染整专业无路可走,3月22日 20:13
15985,猪可爱没错了,让我来拉低中奖率,3月23日 09:28
9983,莫子蕊,让我看了四季,3月23日 23:55
3106,东隅之林,让我不断想起当初看到《小森林》这部电影中春夏秋冬的片段，这里有你更胜一筹的别致。,3月30日 23:58
28856,Mr__finger,让人叹为观止的作品，一直舍不得看，特别留到睡觉前一口气看完。作品很有力道,3月21日 23:30
18712,兔小姐GoGoGo,让人平静,3月23日 00:16
11352,选仪个草莓,让人看了心静的视频,3月23日 20:42
9551,羊羊家的小番茄,让人惊叹且惊讶的手艺,3月24日 08:54
13139,一名渺小的迟来者,让人感动的李子柒,3月23日 15:33
17986,XIAO凤-L,让人安静看完的视频，李子柒真的很棒,3月23日 01:16
13608,yohomiffy,让花布都有了灵魂,3月23日 14:19
13651,Sister-木棉,让国人骄傲的柒柒👍,3月23日 14:15
26133,喵喵琪喵,让更多的人来了解中国 了解悠久的历史文化 老手艺。。。子柒❤加油👍,3月22日 14:10
26146,喵喵琪喵,让更多的人来了解中国 了解悠久的历史文化 老手艺。。。 子柒❤加油！,3月22日 14:07
6625,胖墩儿de洋_小妖,染色拿起来的那一下，太惊艳太喜欢了！,3月26日 07:09
26254,时光刚好l,染色的时候我想到了去年在乌镇里看到的一位老爷爷示范的过程,3月22日 13:46
24729,兔几酱i_,染染最后那个镜头真的绝了！,3月22日 20:07
24442,陪hh去火星,染染太棒了  学到了  文化,3月22日 20:41
18441,赚钱养阿肥,染料水真像可乐啊,3月23日 00:32
11977,Xx33_,染蓝也太棒了,3月23日 18:50
329,与此清欢,染姐我爱死你啦,5月3日 16:02
4101,大乐向前,染过布做过衣服的人表示，腰真的特别疼,3月29日 09:57
5219,东关南55297,染哥，您也太棒了吧！,3月27日 17:06
19904,拉呱小姐,染发膏差不多,3月22日 23:21
28499,想去浪的胖太,染的这个花纹和图案都太好看了！但是最后的强行么么哒有点出戏哈哈哈哈哈……,3月22日 00:16
10446,幽冥宫-主,染的手都是蓝色了。,3月23日 22:50
5984,小小舒-R,染的过程 还是很可很复杂的 古人文化博大精深呀,3月26日 20:02
5912,0i羊羊i0,染得真好，颜色图案都好好看,3月26日 21:14
20974,比卡丘比丘,染布原来要那么多个步骤，好像错一步就做不出来了,3月22日 22:41
7333,素君七月,染布用的是什么布呀？,3月25日 16:44
18629,第二爱吃米果卷,染布也太可以了！,3月23日 00:21
27943,l季明轩,染布完，估计要造纸了，火药了解一下，我觉得穿越肯定发家致富，,3月22日 02:57
25765,最爱喝忘羡牌西瓜鲜奶,染布那一步，晾干后的布料真的美到我了。真的很好看，图案有种青花瓷的感觉，不愧是老祖宗留下的瑰宝。子柒姐姐是真的强，不过也要照顾好自己。,3月22日 15:39
19840,早春莓莓子,染布的一生,3月22日 23:24
15389,叽叽RRR6,染布的那一刻，惊艳了！！！！,3月23日 10:31
702,layraylyne,染布的匠人，拍摄的艺人，不止漂亮11,4月22日 12:42
23391,小茜不是西,染布的过程真的好复杂，,3月22日 21:19
1592,Ajangs7,染布的,4月6日 21:47
347,做梦想去做面包,染布,5月2日 19:13
5720,#NAME?,染，终于更新了，等了好久没次点进来都没有，又重复看了其他视频,3月26日 23:38
12658,萌萌猫小白,染，从你一千四百万粉丝开始关注你，期待你更多的作品，加油！,3月23日 16:46
17299,夜半凉风6381280247,确实治愈，人长大之后总有各种无奈啊！,3月23日 06:35
31468,丢有余,确实想问 还有什么是你不会的,3月21日 17:59
16346,future_芃,确实挺心疼你的手，跟我小时候的一样，现在也一样都是干苦力活，加油,3月23日 08:55
29821,阔三小,确实太厉害了👍🏻,3月21日 21:48
25827,予炯,确实是一个漫长的过程 很荣幸在朋友那里体会过一次搅缸。,3月22日 15:22
3697,yi指贰下去,确实是厉害，喜欢你,3月29日 22:05
26949,漓桑啊,确实是好久没更新了,3月22日 11:09
26343,吕_王德兰,确实让我好等呀,3月22日 13:27
7047,qmfbdcy,确实好久没更了,3月25日 21:10
13888,精神病例重,确实好久不见，时隔四十多天她带着文华遗产来啦！！！,3月23日 13:41
24343,rambowoo5king,确实好久不见,3月22日 20:47
23497,阳光微暖101217,确实等了很久,3月22日 21:16
5619,我啷个晓得安,确认过眼神，是我爱的人。么么哒,3月27日 01:46
15621,沉迷种植的大橙子,确认过眼神，那个扣我可能永远打不好了,3月23日 10:03
22335,走自己的孤独路,确定以及肯定我就是个凑数的,3月22日 21:54
27224,不哭不长大,确定不是仙女吗,3月22日 10:06
5377,Joe0829,缺圍裙,3月27日 12:59
7709,一个学法律的地球人,缺看门的不,3月25日 11:48
6571,I骑着毛驴滴滴滴,全站日榜最高第一名耶,3月26日 08:56
20019,绝世无敌可爱小李是也,全站日榜第一名,3月22日 23:17
26694,喵呜喵呜FFF,全网最棒的小姐姐没有之一,3月22日 12:13
30117,Una要淡定,全网唯一！还有啥不会的,3月21日 21:07
25840,兴湖兴湖,全网第一美才女，照顾好自己照顾好婆婆,3月22日 15:20
16107,Pa一口橘子姐,全世界最优秀的女孩,3月23日 09:19
25602,卿舞随风,全世界最能干的小姐姐，太喜欢你了,3月22日 16:29
2256,执己99292,全世界最美好的李子柒。独一无二！,4月2日 12:59
20578,妈妈说慧萍要懂事,全世界晚安,3月22日 22:55
6507,肯哒基,全世界都爱上你，都渴望怜惜你，可是这世间唯独你对自己毫不怜惜,3月26日 10:09
5386,德川華安200004,全球防疫大作戰全面升级，華安啦,3月27日 12:50
24601,王旧饮,全能子柒仙女🧚画中人至人间,3月22日 20:31
4319,散步的菲鱼,全能子柒，无所不能，想要一件你染的衣服，强行么么哒～,3月28日 22:03
32331,微笑面对一切的美好,全能子柒，每次都等你的视频更新，呀呀呀，今天看到视频中你的手感触很深，每一样事情想成功都是不容易滴，加油！,3月21日 15:58
2241,桃之妖妖0983,全能呀,4月2日 13:47
10757,D女郎私黛缩阴VV,全能选手,3月23日 22:12
25283,THEREHAVEA,全能型女神，看到你的手那一瞬间也顿时明白了你的“全能”是怎么来的！！    ps：怎么会有这么优秀的人啊！！！,3月22日 17:56
304,只爱思佳,全能型的女人,5月4日 20:46
9247,Xucrispo,全能小仙女,3月24日 12:42
29109,叁叁得乆,全能仙女,3月21日 23:04
26354,叮咚盯昸,全能王,3月22日 13:24
19344,鲛鱼泪loal,全能柒柒,3月22日 23:45
30109,爱我的请举手TellMe,全能柒姐还有什么是不会的，太厉害了👍,3月21日 21:08
2087,rainbow-shinning泳泳,全能柒姐第一次看你的视频，非常用心，无啥不会的神看到奶奶精神再现，开心,4月3日 00:42
32368,王小琴wong,全能柒姐 好赞👍,3月21日 15:54
4369,炀熔羊绒,全能柒姐,3月28日 20:55
22491,林同学没有木,全能柒姐,3月22日 21:49
8371,陌上离哀,全能柒！,3月24日 22:31
9465,w夏了夏天w,全能柒,3月24日 10:07
20115,鲛鱼泪loal,全能柒,3月22日 23:13
4787,collaringlee,全能女子，厉害！,3月28日 08:22
22315,闽西一枝花,全能女神,3月22日 21:55
9520,依依不舍0906,全能女人,3月24日 09:25
4591,ltr不困o,全能李子柒,3月28日 14:34
24220,我今天特别怪哦,全能李子柒,3月22日 20:51
29548,蝶恋花8269,全能的子柒，真是无所不能啊,3月21日 22:20
23671,Winnieandlele,全能的子柒 请问有什么是你不会的吗 美的不可方物,3月22日 21:10
21352,颍雨重,全能的小姐姐了,3月22日 22:27
30375,想当小姑娘的姑娘,全能的小姐姐啊啊啊啊啊啊,3月21日 20:33
19699,丹丹酱TT,全能啊……,3月22日 23:29
21383,妫931,全能啊,3月22日 22:26
32449,#NAME?,全能 酷！,3月21日 15:45
1106,一亩苗麦子,全能,4月13日 23:31
2898,还给睡觉,全能,3月31日 22:16
15541,现在00未来,全能,3月23日 10:12
20978,兰若饮水,全能,3月22日 22:41
21183,鹿哈麗7,全能,3月22日 22:33
12145,倩倩棒极了,全家都喜欢看你的视频，爱惹[米奇比心],3月23日 18:19
9098,龇呀咧嘴-_,全都改贴沃尔沃的标嘛,3月24日 13:51
4642,Sirene_Sun,全程只会用卧槽，最后定格也太棒了,3月28日 13:19
1781,无心以出岫良辰以孤往,全程只会哇哦,4月4日 21:47
4064,十廾井,全程赞叹，收尾震撼,3月29日 11:08
18024,命運執政nineone,全程心疼柒柒的手,3月23日 01:12
965,杏子哆,全程哇哇哇，好了，要去洗澡了,4月14日 21:52
19863,#NAME?,全程看下去 实力点赞你,3月22日 23:23
2054,那年夏天宁静的海99,全程就是含着泪看完的，子柒，愿奶奶长命百岁，永远开心,4月3日 10:03
1251,籽er,全程惊叹,4月12日 11:06
20090,Melody_RZ,全程惊叹,3月22日 23:14
24345,小妖儿yy,全程惊掉下巴，太优秀了！,3月22日 20:46
15499,终于能换昵称了不容易啊,全程惊呆看完,3月23日 10:17
7455,橙柚槿,全程惊呆,3月25日 14:40
21987,Deodj,全程都是好厉害，好厉害👍,3月22日 22:06
9108,醒来觉得甚是好困,全程除了关注蓝印花布的手艺，还一直盯着小姐姐恬静温柔的容颜飞口水当挂上帘子的那一刻，我已然被这样一副岁月静好的作品打动，视频的最后，李子柒身穿蓝印斗篷在树下与画作相应呼，不由得想起甄嬛传里边甄嬛对新一年最美好的许愿：“愿逆风如解意，容易莫摧残。”,3月24日 13:46
2338,沙漠青菜33,全程不带快进地看完了，这是我向往的生活，奈何是个手残党，看看视频觉得赏心悦目，特别好,4月2日 09:32
32341,Miya_he,全程啊啊啊啊啊啊每次都刷新我的认知,3月21日 15:57
14437,生活太苦-加点糖吧,全程:卧槽！这也会？卧槽！还会这个？卧槽！卧槽！,3月23日 12:37
30473,小咸咸姐,去云南的时候也自己染了这个布，做的枕套，旅游体验项目,3月21日 20:17
1190,__xpy__,去云南的时候刚好去看了扎染，希望这些传统可以保留下来～,4月13日 20:04
20505,雨笛不是雨滴,去年在河北，有幸听当地的老药工聊起传统印染，一直想亲眼看看，现在通过这个视频，虽然规模不同，偶有出入，但总算是见识到了，赞,3月22日 22:58
15955,Dipsy嘟嘟,去年网上买材料自己做过扎染，却没想到制作染料那么困难，姐姐好棒,3月23日 09:31
10955,蘸了一口老干妈,去年偶然在微博看了李子柒的视频，她的生活正是我理想，最羡慕的还是她和她婆婆（奶奶）一起生活的那种氛围，岁月静好～,3月23日 21:45
32155,xiandan蛋,去年冬天就去云南体验了扎染，一大缸染料出现神奇的花色🌸,3月21日 16:21
27034,迷上海苔的古语,去年，我和我朋友说，要是能和子柒做朋友可真好。后面又想着，如果可以见一见，帮忙打打下手，学学手艺，也是极幸福的事了！这些事都看缘分，哈哈哈，不过呢，观看子柒的视频真的会让人很静，所以，隔着屏幕感受，也是很棒的！,3月22日 10:47
10908,林xianshen,娶小柒需要什么  正在赶来的路上,3月23日 21:51
21034,价投小跟班,娶妻应娶李子柒，上得厅堂，下得厨房，会得农耕、古法酿酒、各式甜点蜜饯、烹的鸡鸭鱼肉、做的竹椅卧榻、巧思创意木灯、即能染布裁缝、又能毛笔制作、能写会画、贤孝朴实，主要还长的漂亮！这样一个凡间精灵会是谁的三生三世命中人啊～～,3月22日 22:39
27223,杨俊202003,娶妻应娶李子柒,3月22日 10:06
9485,老师好我叫小张同学,娶妻就娶李子柒,3月24日 09:54
22713,贝子小热狗,娶妻当如李子柒,3月22日 21:42
8455,宋亚轩超级可爱和我的贺儿,娶妻当娶李子柒啊，姐姐你太完美了,3月24日 21:50
27990,yy128150049,娶妻当娶李子柒啊！我是个女生我也想嫁给你了！,3月22日 02:20
16430,95Ysir,娶妻当娶李子柒啊,3月23日 08:48
27101,萤火撞入怀,娶妻当娶李子柒，最后一幕就像从蓝布里走出来一样,3月22日 10:32
15926,花暖央,娶妻当娶李子柒，真不知是什么样的英朗才俊才能配上如此优秀的你,3月23日 09:34
26125,Ag银角大王,娶妻当娶李子柒，太厉害了!,3月22日 14:12
9139,人鱼泡泡say,娶妻当娶李子柒，是我朋友圈发布过的一段话，我跟很多人都问过，你们关注过李子柒吗，她真的很好。因为她过的日子让我相信，星辰和大海不全部要门票，诗和远方也都没有那么贵。强行爱你，亲爱的，祝一切都好。,3月24日 13:28
10510,支付人晋总,娶妻当娶李子柒，世界上只有一个李子柒，又有很多人想娶。,3月23日 22:42
16172,95Ysir,娶妻当娶李子柒！    ,3月23日 09:12
25489,错过了便是过错,娶妻当娶李子柒！,3月22日 16:58
17271,涵涵涵小小i,娶妻当娶李子柒  姐姐你是万能的吧,3月23日 06:44
1146,CANDY想吃糖C,娶妻当娶李子柒,4月13日 21:54
2887,Daddy悦,娶妻当娶李子柒,3月31日 22:43
3090,绿茶加糖6276674909,娶妻当娶李子柒,3月31日 00:50
9521,LeerayBaby,娶妻当娶李子柒,3月24日 09:24
11621,幺幺零的幺六五,娶妻当娶李子柒,3月23日 19:52
12562,_徐大义,娶妻当娶李子柒,3月23日 17:04
13440,一只不会撒娇的大珈,娶妻当娶李子柒,3月23日 14:41
18443,余月十九zz,娶妻当娶李子柒,3月23日 00:32
23210,股筝,娶妻当娶李子柒,3月22日 21:25
24518,kuang晶晶,娶妻当娶李子柒,3月22日 20:36
25965,lcyyk32,娶妻当娶李子柒,3月22日 14:48
27136,还不算太晚趴,娶妻当娶李子柒,3月22日 10:25
4921,你会是她吗,娶妻！当娶李子柒？子柒姐关注你五年了每次看你视频感觉很幸福，特别是在心情烦躁的时候，看着你的视频心情就突然就好了！,3月27日 23:20
2170,龙飞太一,娶你可好，子柒,4月2日 18:37
486,Sshymxz,娶了你，吃穿不愁,4月28日 22:46
24301,小小小小小苏苏,娶个像李子柒的男人该多幸福,3月22日 20:48
18710,是FORL,取之于蓝而胜于蓝 太美了,3月23日 00:16
26805,大脸姐丨,取名无能啊😂,3月22日 11:41
26960,啊渣七,求子柒姐姐看看我啊啊啊啊啊啊啊啊！！！！,3月22日 11:05
22033,浅浅_钱钱,求中奖，神仙姐姐,3月22日 22:05
10971,今天晚餐也有肉,求中奖,3月23日 21:43
9596,router-id,求中,3月24日 08:18
30833,Alice晏宝,求中,3月21日 19:35
26210,阿宁xyn,求一个盘扣打结教程,3月22日 13:54
19806,霓什么时候才能瘦啊,求问，这是什么？我想买个抽我家水池，跪求有人回复我,3月22日 23:25
1415,老王家的大瓶子,求谁能告诉我这黄黄的是什么纸,4月9日 17:06
8735,隐藏身份的某女人,求求你  卖斗篷吧     我馋你的斗篷馋了好久了  你联系个厂家  做斗篷吧  肯定有超多人买的,3月24日 18:39
27980,Booboo_b,求求了一定要抽到我,3月22日 02:28
7040,粉红泡泡bbboom,求求了多更新吧,3月25日 21:13
26252,小小的三块石头,求柒爷点名。,3月22日 13:47
19756,九姎nin,求片尾BGM,3月22日 23:27
10418,花和尚秃脑袋,求慢动作盘扣打法看了好几遍没看懂,3月23日 22:52
26378,互联网-发明家,求礼品,3月22日 13:21
21075,一枝棠-,求教这个床头灯手工制作,3月22日 22:38
17020,秦巴向,求好运！昨天才看到消息说你许久不更新了，到底发生了什么，结果一早起来就看到了，一周工作开始，,3月23日 07:39
6115,小小玥儿2019,求好运,3月26日 17:00
9688,法王也想擀磕,求个bgm！,3月24日 03:29
27025,萌萌狐吃兔兔,求翻牌，求翻牌，好喜欢！,3月22日 10:49
27217,-liilX-,求第二段bgm,3月22日 10:09
15610,乐观的兔子公,求抽中？不我不会这么肤浅，子柒加油！,3月23日 10:04
20218,半百大魔王,求宠爱丫,3月22日 23:09
20227,半百大魔王,求宠爱,3月22日 23:09
30691,秋末丶微雨,求背景音乐,3月21日 19:51
10222,超想喝喜茶,求bgm呜呜呜,3月23日 23:15
3191,普通网民hhhh,求bgm,3月30日 18:46
3967,贝壳爱大海,求BGM,3月29日 13:42
18163,阿狸在撸猫耳朵,求bgm,3月23日 00:58
31529,superxy你最可愛,求BGM,3月21日 17:52
26808,史迪奶,请问这世上还有李子柒不会做的东西吗？,3月22日 11:41
31223,胡七七的微博,请问在哪里能买到？,3月21日 18:35
4969,psychologue20525,请问我现在来可以吗？请原谅，高三党,3月27日 22:39
2833,沈唤之,请问温江酱油哪家正宗啊,4月1日 09:27
7811,堪比柯西的智慧无敌美少女,请问你有什么不会的,3月25日 10:26
15063,关键时刻的伟大妥协,请问你是怎么登上外网的？翻墙不是犯法吗？,3月23日 11:08
2825,星韵22846,请问你是哪位神仙,4月1日 10:35
1975,Miro米罗墙绘,请问你还有什么不会的吗？太厉害了！4年前就开始关注你了,4月3日 21:13
29966,夏沫的夜yan,请问你还缺朋友吗,3月21日 21:30
25822,自圆其说也,请问末尾处的背景音乐,3月22日 15:23
10364,温语煮茶,请问可以入赘嘛,3月23日 22:58
13533,想去1988,请问还有子柒不会的吗,3月23日 14:30
24887,歌酒几何,请问还有什么是柒仙女不会的吗,3月22日 19:32
8122,最棒不过我,请问还有什么是您不会的？🐮🍺,3月25日 00:33
19160,柠萌西柚爱oho,请问还有什么不会的，我羡慕疯了,3月22日 23:54
11654,黄绿青蓝紫前有红橙,请问还有别的平台可看吗？想投屏到电视上～我奶奶很喜欢你哦,3月23日 19:48
20302,stefcm_chimeng,请收下我的膝盖！！太牛啦,3月22日 23:06
11223,刘小贝的围脖,请收下我的膝盖,3月23日 21:04
11546,第六元素-羊,请收下我的膝盖,3月23日 20:07
20620,zhenzengliang,请收下我的膝盖,3月22日 22:53
24139,ritatamua,请收下我的膝盖,3月22日 20:54
5242,四月329,请收下我的崇拜～,3月27日 16:31
11722,张十月a,请您抽我,3月23日 19:35
15044,嘘然want森破life,请考虑拍个纪录片或者电影吧！！！一定比小森林好看！！！,3月23日 11:10
16876,春日鹧鸪飞,请给我个机会，这个手艺太绝了,3月23日 08:00
21961,诚恳的吴滨海,请告诉我你吃的是什么,3月22日 22:07
15917,兰舟Louise,情敌太多了我打不过,3月23日 09:35
30965,畅游星系心灵动心,清幽世外桃源田园生活 人间仙境 天然养生 健康美食如此孝顺心灵手巧的仙女做出丰富的美味佳肴内里内外勤劳又勤快 何物造化成人间难得极品小美女出类拔萃 超凡清新脱俗 好棒,3月21日 19:15
21346,嘿哈呦嘻,清虚淡泊，归之自然,3月22日 22:27
23895,子如生,清清淡淡一株蓝,3月22日 21:01
28986,山东大善,清风白云，行云流水，道法自然,3月21日 23:16
1920,珍爱自己Jyy,清纯,4月4日 10:23
10793,erisliangg,倾注了多少心血的视频，太了不起了！,3月23日 22:08
28136,胖夫夫的云下的我,倾国倾城李子柒～,3月22日 01:25
6635,不爱糖的小猪,轻入笔，出翠兰~,3月26日 05:40
9799,皓腕凌霜雪,青取之于蓝而青于蓝，冰水为之而寒于水,3月24日 01:00
21072,黎楼上云烟缪缪,青取之于蓝，而胜于蓝，冰水为，之而寒于水。（靛青是从蓝草里提取的，可是比蓝草的颜色更青…） 以前小时候田里经常有这种草，不知道是什么。看到子柒姐的视频才知道，原来是可以做染料的草，厉害呀。,3月22日 22:38
26122,袁小靥快快乐乐,青取之蓝而青于蓝,3月22日 14:12
5821,如沐春风top,青青子柒，悠悠我心，打卡签到,3月26日 22:28
28216,宝宝要嫁张生,青蓝相接，是文化的传承；一丝一线，是不朽的文明,3月22日 01:10
5533,平平安安变美暴富,青蓝靛，美哉,3月27日 09:06
26390,Sunrise小晓,青靛蓝,3月22日 13:19
17141,新街口19号,青春于蓝而胜于蓝  真是太美了,3月23日 07:15
1409,韓家小妹子,青出于蓝盛于蓝，染布真繁琐。小柒姐真厉害(ง •̀_•́)ง！,4月9日 19:32
16655,仰望星空-美,青出于蓝胜于蓝～ 首尾呼应的柒姐姐，爱了爱了！！,3月23日 08:24
31272,霖籽-Amaranth,青出于蓝胜于蓝～,3月21日 18:27
10099,iSQY,青出于蓝胜于蓝。子柒出品，必属精品。,3月23日 23:31
27281,ling漪妮妮,青出于蓝胜于蓝，一次次被惊艳到，无所不能啊。,3月22日 09:52
22117,没有胡萝卜的茄子,青出于蓝胜于蓝，希望子柒一直传承下去。,3月22日 22:02
27438,Bamboo若,青出于蓝胜于蓝，说的不就是你自己么，做啥啥都行,3月22日 09:18
16978,江左Sir,青出于蓝胜于蓝，柒姐，最优秀,3月23日 07:46
25367,月亮照到头发了哟,青出于蓝胜于蓝！！！！喜欢喜欢喜欢！！！,3月22日 17:36
17985,为什么薄荷不能做昵,青出于蓝胜于蓝 蓼蓝罗衫美女衣,3月23日 01:16
8858,DRM鬼新娘,青出于蓝胜于蓝 李子柒小姐姐简直就是仙女！,3月24日 17:07
3982,三月的出走,青出于蓝胜于蓝,3月29日 13:31
4612,美年达达达达,青出于蓝胜于蓝,3月28日 13:59
8193,粘人又独立的喵,青出于蓝胜于蓝,3月24日 23:58
12535,T·Echo,青出于蓝胜于蓝,3月23日 17:09
17062,梦星北玥,青出于蓝胜于蓝,3月23日 07:32
17632,啥用户n,青出于蓝胜于蓝,3月23日 02:27
22509,哦是设计呀,青出于蓝胜于蓝,3月22日 21:49
23556,王讷讷讷,青出于蓝胜于蓝,3月22日 21:14
23844,正路过人间_,青出于蓝胜于蓝,3月22日 21:03
24273,Jszzcpy,青出于蓝胜于蓝,3月22日 20:49
24416,春风秋雨话流年,青出于蓝胜于蓝,3月22日 20:43
25097,#NAME?,青出于蓝胜于蓝,3月22日 18:45
27317,亲爹刺马13434,青出于蓝胜于蓝,3月22日 09:44
29401,胖不了胖了,青出于蓝胜于蓝,3月21日 22:35
29440,sunny一朵自在的云,青出于蓝胜于蓝,3月21日 22:31
29610,可爱的小哇啦,青出于蓝胜于蓝,3月21日 22:13
17239,津渡烛影深深l,青出于蓝美哭辽,3月23日 06:54
4109,辰__Fiction,青出于蓝而胜于蓝真的是万能的李子柒,3月29日 09:20
8869,晓果妈妈,青出于蓝而胜于蓝不愧是我们的子柒,3月24日 16:58
30770,黑星吉娅,青出于蓝而胜于蓝💙,3月21日 19:43
22235,桔沫沫,青出于蓝而胜于蓝♥,3月22日 21:58
26943,果艾1221,青出于蓝而胜于蓝……（春分更；印染图与最后一幕呼应，也是很用心啦）,3月22日 11:11
22395,Min旻旻旻,青出于蓝而胜于蓝。这么好的手艺，画工也了得，优秀啊,3月22日 21:52
14882,AAAlice_元er,青出于蓝而胜于蓝。 真的佩服……也太用心了叭！,3月23日 11:33
32587,欣宇欣瑗,青出于蓝而胜于蓝。 你是我最佩服的博主！为你自豪，为中国自豪！,3月21日 15:29
6385,wppppppY_,青出于蓝而胜于蓝。,3月26日 12:28
22998,方块一圆圈儿,青出于蓝而胜于蓝，最喜欢的青色和你都来了,3月22日 21:33
19481,醉长安大魔王1983,青出于蓝而胜于蓝，于你、于靛，于布,3月22日 23:38
19632,smile没有梦,青出于蓝而胜于蓝，我这个二胎宝妈是多爱你追你到深夜还发了朋友圈。抽我抽我吧,3月22日 23:32
7311,我爱徐有荣,青出于蓝而胜于蓝，天然无公害,3月25日 17:02
14814,颖妞吖,青出于蓝而胜于蓝，每次看柒姐的视频，心情总能平静下来，爱你，希望一切都好。等春暖花开，一切都好啦，爱你,3月23日 11:43
21706,快去执行i,青出于蓝而胜于蓝，每次看都好治愈,3月22日 22:14
18414,别将就i00544,青出于蓝而胜于蓝，李子柒姐姐，你会越来越好的！,3月23日 00:34
1273,格局梦ing,青出于蓝而胜于蓝，蜡染如此，你也如此,4月11日 20:54
6201,杨秀珠-,青出于蓝而胜于蓝，吃的东西还能勉强模仿，这个染布就算了  听婆婆说话就能笑好久,3月26日 15:32
14513,阿九不喝奶茶,青出于蓝而胜于蓝，冰源于水而寒于水 非遗传承应该被更多人知道了解 不能等他消失才后悔莫及 也不能让传承人寒了心,3月23日 12:27
10324,阿啊啊啊啊香,青出于蓝而胜于蓝！学古诗文可能会了解，学色彩可能会理解，而学手艺或许会热爱......  这是骄傲的中国文化，更是自豪的手艺传承，那些扎根国土，在自己行业里辛勤耕耘的人，你们真美,3月23日 23:02
8531,75421844VnBer,青出于蓝而胜于蓝！却跳不出蓝的底色！现在的社会节奏快，科技强！独善其身难！人是有感情的动物，也是符合自然的动物！对于对美的追求还是心而使然，这一点许多老手艺还是高效的！,3月24日 21:14
10848,滴答滴滴dida,青出于蓝而胜于蓝  治愈我的可能仅仅是一个用心的视频 也可能是一种用心的生活 还或许是一种用心的态度 只有想做 才可能做到,3月23日 21:59
26848,辣条小二姐,青出于蓝而胜于蓝  我真的好喜欢柒姐,3月22日 11:33
6133,是阿晶晶晶晶呀,青出于蓝而胜于蓝  那个看花的姑凉 一眼望去  便惊艳了时光,3月26日 16:44
4333,维维豆奶和夹心饼干,青出于蓝而胜于蓝  李子柒加油 我要想送这个衣裳给我奶奶👵呢,3月28日 21:48
14521,自信-从变美开始,青出于蓝而胜于蓝    给我浮躁的生活带来了点点安慰      你们呢？,3月23日 12:26
3376,子吾沃左,青出于蓝而胜于蓝 之前一直把李子qi柒读成李子ran染的还有谁,3月30日 07:14
20182,覃袁文艺,青出于蓝而胜于蓝 真的很有深意。,3月22日 23:10
26619,卯寅年,青出于蓝而胜于蓝 呜呜呜我太喜欢了！！,3月22日 12:34
26842,小小凡七,青出于蓝而胜于蓝 我们晚辈又何尝不是应该做到这样,3月22日 11:34
7151,不吐籽的吃西瓜,青出于蓝而胜于蓝 是柒姐用心拍了一年的视频啊,3月25日 19:30
28060,AsMoi,青出于蓝而胜于蓝 强行么么哒,3月22日 01:51
15636,cloud-kai,青出于蓝而胜于蓝 寒假好无聊啊啊啊啊我等你的视频等了两个月了啊啊啊,3月23日 10:01
31490,悳菱悅,青出于蓝而胜于蓝 而你是无法超越的存在,3月21日 17:56
2249,沐清风h,青出于蓝而胜于蓝  简直就是完美girl,4月2日 13:08
4670,山山而川xc,青出于蓝而胜于蓝,3月28日 12:38
5994,栏杆拍遍无人省,青出于蓝而胜于蓝,3月26日 19:54
6907,瑞之音99,青出于蓝而胜于蓝,3月25日 22:39
7988,pilapala-木子,青出于蓝而胜于蓝,3月25日 03:35
8179,小草37710,青出于蓝而胜于蓝,3月25日 00:03
8802,啊菲菲菲吖ftencry,青出于蓝而胜于蓝,3月24日 17:42
8819,leeda420,青出于蓝而胜于蓝,3月24日 17:30
12527,云南的桑梓,青出于蓝而胜于蓝,3月23日 17:10
13314,何必强求自己0,青出于蓝而胜于蓝,3月23日 15:02
